run_key,provider,model_id,prompt_id,condition_id,sentence_id,sentence_text,expected_schema_primary,main_image_schema,literal_or_metaphorical,interpretation,schema_explanation
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0138|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,A ladder is physically inclined and maintained in a stable leaning relation by the wall.,"The sentence describes a concrete spatial/force relation: the ladder is supported by the wall while leaning at an angle. This fits SUPPORT_BALANCE more than CONTAINER, PATH, or BLOCKAGE. Verticality is secondary because the ladder’s orientation is slanted relative to upright vertical space."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0139|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,A flag moves downward from a higher position to the ground along a path ending at a goal location.,"The sentence clearly describes physical motion with a source, a downward path, and a goal (the ground). Verticality is also present because the motion is downward, but the primary organizing schema is SOURCE_PATH_GOAL rather than a pure vertical contrast."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0139|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A flag moves downward from a higher position to the ground along a path, with the endpoint being contact with the ground.","The sentence clearly describes literal physical movement. The dominant schema is SOURCE_PATH_GOAL because there is a source location, a path of motion, and a goal/end point. VERTICALITY is secondary because the motion is downward."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0141|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"An apple moves downward away from a branch, with the branch functioning as the source point of the motion.",The sentence clearly describes a concrete physical event involving motion from a source location. SOURCE_PATH_GOAL is primary because the apple moves away from the branch; VERTICALITY is secondary because the motion is specifically downward/falling.
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0141|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple moves away from its starting point on the branch and descends downward.,"The sentence clearly describes a concrete physical event involving motion from a source location. The source-path-goal schema is present because the apple has a source (the branch) and a path of movement (falling away/downward). Verticality is secondary because 'fell' encodes downward motion, but the main structure is movement from source to away from the branch rather than containment or blockage."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0143|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A cup moves along a sloped surface, descending from a higher point to a lower point.","The sentence clearly describes literal motion through space: the cup traverses a path on the slope, with an implied source, path, and lower goal/end point. 'Down' also evokes vertical orientation, but the dominant schema is SOURCE_PATH_GOAL rather than BLOCKAGE or FORCE."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0143|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A cup moves along a sloping surface, with downward motion emphasized by the slope.","The sentence clearly describes literal physical movement. The main structure is SOURCE-PATH-GOAL: the cup has a trajectory along the slope. VERTICALITY is secondary because 'down' specifies downward orientation, but the core schema is motion through space rather than containment or blockage."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0144|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moves along a path from an unspecified starting point toward a goal location identified as the field, with a downward vertical component implied by 'descended'.","This sentence clearly describes literal motion through space. The dominant schema is SOURCE_PATH_GOAL because it encodes movement toward a destination. VERTICALITY is secondary because 'descended' adds an up/down dimension, but the sentence is primarily about directed motion."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0144|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moves along a path from an unspecified starting point toward the field as its goal, with downward motion also implied by 'descended'.","The sentence clearly describes literal physical motion. The dominant schema is SOURCE_PATH_GOAL because it encodes movement toward a destination. VERTICALITY is secondary because 'descended' specifies downward movement, but the main structure is still path-to-goal motion."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0145|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber moved along a path of ascent and arrived at the summit as the goal.,"The sentence clearly profiles motion from an implicit starting point toward a goal, which fits SOURCE_PATH_GOAL. The summit is also associated with upward movement, so VERTICALITY is a minor secondary schema. The sentence is literal, describing actual climbing."
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0145|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber moved along a path of ascent and arrived at the summit as the endpoint.,"A clear SOURCE-PATH-GOAL structure is present: a climber travels from an implicit starting point along a route to the goal of the summit. Verticality is also weakly implicated because summits are high points, but the primary organization is movement toward a goal."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0136|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward from an origin point and enters the pond as its destination.,The stone travels a path from source to goal; falling implies verticality; pond acts as container.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0137|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A lift physically travelled upward, covering a vertical distance of three floors.",Movement follows a directed path from source to goal; vertical axis structures the trajectory upward.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0138|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"A ladder rests at an angle, physically supported by a wall preventing it from falling.",The wall provides counterforce maintaining the ladder's balance; VERTICALITY underlies the upright orientation involved.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0139|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,A flag physically descends from a higher position downward until it reaches the ground.,"Movement follows a trajectory from elevated source to ground-level goal, structured by downward vertical path."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0141|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detaches from a branch and moves downward under gravity.,"The branch is the source, falling traces a path, ground implies goal; vertical downward trajectory reinforced by gravity."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0143|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moves along a downward-inclined surface from one point to another.,"The cup traces a trajectory along a path with a clear directional vector downward, invoking SOURCE_PATH_GOAL."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0144|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves downward through space in the direction of a field below it.,"The bird follows a directed path from a higher source toward a lower goal, structuring movement spatially."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_0_v1|s0145|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A climber physically ascended a mountain and arrived at its highest point.,"The climber moves along a path from a source upward to a goal, the summit."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0136|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward through the air and enters the pond's water.,The stone travels a path from a source point downward into the pond as goal destination.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0136|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward through the air and enters the water of a pond.,The stone travels a path from a source point downward into the pond as goal destination.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0137|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A lift physically travelled upward, covering a vertical distance of three floors.",Movement follows a directed path from source to goal; vertical axis structures the trajectory upward.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0137|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A lift physically travelled upward, moving through three successive floor levels.","Movement follows a directed path from a source upward through three floors to a goal, with vertical orientation foregrounded."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0138|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"A ladder rests at an angle, physically supported by a wall preventing it from falling.","The wall provides counterforce support, maintaining the ladder's balance against gravity's downward force."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0138|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"A ladder rests diagonally against a wall, physically supported by it in a stable position.","The wall provides counterforce and support, maintaining the ladder's balance against gravity's downward pull."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0139|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,A flag physically descends from a higher position downward until it reaches the ground.,Movement follows a trajectory from elevated source through downward path to ground as goal.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0139|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,A flag physically descends from a higher position downward until it reaches the ground.,"Movement follows a directed path from elevated source to ground-level goal, structured by vertical downward trajectory."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0141|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detaches from a branch and moves downward under gravity.,"The apple travels from a source (branch) along a downward path, enacting SOURCE_PATH_GOAL movement."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0141|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detaches from a branch and moves downward under gravity.,"The apple travels from a source (branch) along a downward path, enacting SOURCE_PATH_GOAL movement."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0143|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moves along a downward-inclined surface from one point to another.,The cup traverses a path with implied source and goal; gravity provides force along a vertical gradient.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0143|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moves along a downward-inclined surface from one point to another.,The cup traverses a path with implied source and goal; gravity provides force along a vertical gradient.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0144|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves downward through space in the direction of a field below it.,"The bird follows a directed path from a higher source toward a lower goal, structuring movement spatially."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0144|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves downward through space in the direction of a field below.,"The bird follows a directed path from a higher source toward a lower goal, structuring movement spatially."
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0145|0,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A climber completed an upward physical journey, arriving at the mountain's highest point.",Movement along a path from source to goal structures the act of reaching the summit.
claude_sonnet_4_6|p_direct_schema_v1|c_temp_03_v1|s0145|1,anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A climber physically ascended a mountain and arrived at its highest point.,Movement along a path from source to goal structures the journey upward to the summit.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0136|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward along a path and enters the bounded region of the pond.,Motion from a source along a downward path into a container-goal makes SOURCE_PATH_GOAL primary.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0137|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,A lift moves upward along a vertical path spanning three floors in literal physical space.,Directed movement along a vertical path from a source toward a goal defines SOURCE_PATH_GOAL as primary.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0138|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,The ladder is physically supported and stabilised by resting at an angle against the wall.,"The wall provides structural support and balance for the leaning ladder, activating SUPPORT_BALANCE as the primary schema."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0139|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moves along a downward path from a higher position to the ground.,Directed movement from source to goal along a path; secondary verticality marks the downward orientation.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0140|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0140,The smoke drifted upward.,VERTICALITY,SOURCE_PATH_GOAL,literal,"Smoke moves along a literal upward path through space, with a clear directional trajectory.",Movement along a path with defined direction activates SOURCE_PATH_GOAL; upward orientation activates VERTICALITY.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0141|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple moves downward away from its attachment point on a branch toward the ground.,"The apple travels from a source (branch) along a downward path, with verticality and lost support as secondary schemas."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0143|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moves along a downward-inclined surface from a higher to a lower position.,"Motion along a defined path from source to goal, with downward vertical orientation reinforcing directionality."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0144|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves downward along a path with the field as the intended goal.,Directed movement from an elevated source toward a ground-level goal encodes SOURCE_PATH_GOAL with a VERTICALITY dimension.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_0_v1|s0145|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A climber physically moves along an upward path and arrives at the summit as the goal.,Movement from a lower source along an upward path to a high-point goal structures the sentence spatially.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0135|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0135,The balloon rose above the roof.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The balloon moves upward along a vertical path, surpassing the roof as a spatial landmark.",Movement from a lower source to a higher goal defines SOURCE_PATH_GOAL; upward directionality activates VERTICALITY secondarily.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0136|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward along a path and enters the bounded region of the pond.,Movement from source to goal dominates; falling implies verticality; pond as container receives the stone.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0136|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moves downward along a path and enters the bounded region of the pond.,Movement from source to goal dominates; falling implies verticality; pond as container receives the stone.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0137|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,A lift moves upward along a vertical path spanning three floors in literal physical space.,Directed movement along a defined vertical path from a source toward a goal anchors SOURCE_PATH_GOAL as primary.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0137|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,A lift moves literally upward along a vertical path spanning three floors.,Directed movement along a path toward a goal is primary; vertical orientation reinforces upward directionality.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0138|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder rests at an angle against the wall, depending on it for structural stability.","The wall provides support to the leaning ladder, evoking balance and structural dependence."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0138|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder rests at an angle against the wall, physically supported and stabilised by contact with it.","The wall provides structural support and balance to the leaning ladder, grounding the SUPPORT_BALANCE schema."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0139|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moves along a downward path from a higher position to the ground.,Directed movement from source to goal along a path; secondary downward orientation activates VERTICALITY.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0139|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moves along a downward path from a higher position to the ground.,Directed movement from source to goal along a path; secondary verticality marks the downward orientation.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0140|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0140,The smoke drifted upward.,VERTICALITY,SOURCE_PATH_GOAL,literal,"Smoke moves along a literal upward path through space, with vertical direction as a secondary orientation schema.",Movement along a directed path is primary; upward orientation adds a vertical scalar dimension to the motion.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0140|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0140,The smoke drifted upward.,VERTICALITY,SOURCE_PATH_GOAL,literal,"Smoke moves along a path oriented upward, combining directed motion with vertical orientation.",Movement along a directed path with a clear vertical orientation makes SOURCE_PATH_GOAL primary and VERTICALITY secondary.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0141|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"Apple moves from branch along a downward path, implying loss of support and vertical descent.","Movement originates at branch as source, follows a downward path, with an implied ground-level goal."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0141|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple moves downward away from its attachment point on a branch toward the ground.,"The apple travels from a source (branch) along a downward path, with verticality and lost support as secondary schemas."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0143|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moves along a downward-inclined surface from a higher to a lower position.,"Motion along a defined path from source to goal, with vertical descent reinforced by the slope."
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0143|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moves along a downward-inclined surface from a higher to a lower position.,Motion along a defined path from source to goal is primary; downward orientation adds a secondary VERTICALITY schema.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0144|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves along a downward path through the air with the field as its spatial goal.,Directed movement from an elevated source toward a ground-level goal defines SOURCE_PATH_GOAL; descent adds VERTICALITY.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0144|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves along a downward path through space with the field as its spatial goal.,Directed movement from an elevated source toward a ground-level goal defines SOURCE_PATH_GOAL; downward direction activates VERTICALITY.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0145|0,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A climber physically travels upward along a path, arriving at the summit as the endpoint.",Movement from a lower source along an upward path to a high-point goal structures the sentence.
claude_sonnet_4_6|p_structured_roles_v1|c_temp_03_v1|s0145|1,anthropic,claude_sonnet_4_6,p_structured_roles_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A climber physically moves along an upward path and arrives at the summit as the goal.,Movement from a lower source along a path to a high-point goal structures the event as SOURCE_PATH_GOAL with vertical orientation.
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0136|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A stone moves along a downward path from an elevated position and arrives at the pond as its goal/destination, entering the bounded region of the water.","The primary schema is SOURCE_PATH_GOAL: the stone traverses a path from an implicit source (its prior position above) to a clear goal (the pond). VERTICALITY is strongly activated by 'fell', encoding downward movement along a vertical axis. CONTAINER is secondarily activated by 'into', which marks entry into the bounded region of the pond. All three schemas are grounded in literal physical space with no abstract target domain involved."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0137|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A lift (elevator) physically moves upward through three floors, tracing a bounded vertical path from an origin point to a destination point.","The sentence describes a concrete physical event of directed movement along a path: the lift starts at some floor (SOURCE), travels through three floors (PATH), and arrives at a destination floor (GOAL). This is a clear instantiation of SOURCE_PATH_GOAL. The upward directionality ('went up') simultaneously activates VERTICALITY, which specifies the orientation of the path as vertical and ascending. Both schemas are literal, as the sentence describes an actual spatial displacement of a physical object in the world."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0138|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is physically resting against the wall, with the wall providing lateral support and the ground providing vertical support, maintaining the ladder's stability against the pull of gravity.","SUPPORT_BALANCE is primary: the wall acts as a support structure that prevents the ladder from falling, maintaining its stability. VERTICALITY is secondary: the ladder has a clear vertical orientation (leaning upward at an angle), and the scene is structured around the vertical axis. FORCE is secondary: the leaning posture implies gravitational force acting on the ladder, which is counteracted by the reactive force from the wall — a classic force-dynamic equilibrium. All schemas operate in the literal physical domain; no abstract target domain is being structured."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0143|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup undergoes physical translational movement along a sloped surface, tracing a path from a higher point to a lower point. The event is entirely concrete and spatial.","SOURCE_PATH_GOAL is primary: the cup moves from an implicit origin (higher position on the slope) along a path (the slope surface) toward an implicit goal (lower position). VERTICALITY is secondary: 'down' encodes a clear vertical orientation — the movement is directed from a higher elevation to a lower one, which is a defining feature of the slope trajectory. No metaphorical mapping is involved; the sentence describes a straightforward physical event."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0145|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A climber physically moves along a path from a lower starting point upward to the summit, which functions as the goal/destination of the journey.","The sentence instantiates a canonical SOURCE_PATH_GOAL schema: there is an implied origin (the base of the mountain), a traversed path (the climb), and a clearly defined destination/goal (the summit). The verb 'reached' encodes arrival at the endpoint of the path. VERTICALITY is a strong secondary schema because the path is oriented upward and the summit represents the highest point of elevation — the climber moves up along a vertical scale. Both schemas are grounded in literal physical space with no abstract target domain being structured by them."
