run_key,provider,model_id,prompt_id,condition_id,sentence_id,main_image_schema,literal_or_metaphorical,schema_present,interpretation,schema_explanation,raw_response
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0125|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0125,VERTICALITY,metaphorical,yes,"The singer engaged in a preparatory process to reach a state of readiness for performance, moving from an initial, less prepared state to a more prepared state.","The phrase 'warmed up' metaphorically maps the physical experience of increasing temperature ('warm') and upward movement ('up') to an increase in readiness or a higher state of preparation. The 'up' component directly evokes the VERTICALITY schema (more readiness is 'up'). The entire process of 'warming up' also implies a progression from an initial state (unprepared) along a path (the warm-up exercises) to a goal state (prepared), thus involving a SOURCE_PATH_GOAL schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""VERTICALITY"",
  ""secondary_image_schemas"": [
    ""SOURCE_PATH_GOAL""
  ],
  ""source_domain"": [
    ""PHYSICAL TEMPERATURE"",
    ""PHYSICAL MOVEMENT ALONG A VERTICAL AXIS""
  ],
  ""target_domain"": [
    ""STATE OF READINESS"",
    ""PROCESS OF PREPARATION""
  ],
  ""interpretation"": ""The singer engaged in a preparatory process to reach a state of readiness for performance, moving from an initial, less prepared state to a more prepared state."",
  ""schema_explanation"": ""The phrase 'warmed up' metaphorically maps the physical experience of increasing temperature ('warm') and upward movement ('up') to an increase in readiness or a higher state of preparation. The 'up' component directly evokes the VERTICALITY schema (more readiness is 'up'). The entire process of 'warming up' also implies a progression from an initial state (unprepared) along a path (the warm-up exercises) to a goal state (prepared), thus involving a SOURCE_PATH_GOAL schema."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0125|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0125,SOURCE_PATH_GOAL,metaphorical,yes,"The singer underwent a process of preparation to reach a state of readiness for performance, doing so in a quiet manner.","The phrase 'warmed up' metaphorically maps the physical process of increasing temperature or moving along a path towards a higher state to the process of preparing for an activity, reaching a state of readiness. The 'up' component reinforces the idea of progression or increase, aligning with VERTICALITY as a secondary schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""VERTICALITY""],
  ""source_domain"": [""physical temperature change"", ""movement along a path""],
  ""target_domain"": [""state of readiness"", ""preparation for performance""],
  ""interpretation"": ""The singer underwent a process of preparation to reach a state of readiness for performance, doing so in a quiet manner."",
  ""schema_explanation"": ""The phrase 'warmed up' metaphorically maps the physical process of increasing temperature or moving along a path towards a higher state to the process of preparing for an activity, reaching a state of readiness. The 'up' component reinforces the idea of progression or increase, aligning with VERTICALITY as a secondary schema."",
  ""confidence"": ""high"",
  ""trajector"": ""The singer"",
  ""landmark_or_container"": """",
  ""source"": ""unprepared state"",
  ""path"": ""the process of warming up"",
  ""goal"": ""warmed-up/ready state"",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0125|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0125,SOURCE_PATH_GOAL,metaphorical,yes,"The singer underwent a process of preparation to reach a state of readiness for performance, doing so in a quiet manner.","The phrase 'warmed up' metaphorically maps the physical process of increasing temperature or energy to the abstract process of preparing for a performance. This involves moving from an 'unprepared' source state, along a path of 'preparation', to a 'prepared' goal state (SOURCE_PATH_GOAL). The 'up' component specifically indicates an increase in readiness or intensity, conceptualized as movement along an abstract vertical scale (VERTICALITY).","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [
    ""VERTICALITY""
  ],
  ""source_domain"": [
    ""physical temperature change"",
    ""physical movement along a scale""
  ],
  ""target_domain"": [
    ""readiness for performance"",
    ""preparation""
  ],
  ""interpretation"": ""The singer underwent a process of preparation to reach a state of readiness for performance, doing so in a quiet manner."",
  ""schema_explanation"": ""The phrase 'warmed up' metaphorically maps the physical process of increasing temperature or energy to the abstract process of preparing for a performance. This involves moving from an 'unprepared' source state, along a path of 'preparation', to a 'prepared' goal state (SOURCE_PATH_GOAL). The 'up' component specifically indicates an increase in readiness or intensity, conceptualized as movement along an abstract vertical scale (VERTICALITY)."",
  ""confidence"": ""high"",
  ""trajector"": ""The singer"",
  ""landmark_or_container"": """",
  ""source"": ""unprepared state"",
  ""path"": ""process of preparation"",
  ""goal"": ""prepared state"",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0125|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0125,VERTICALITY,metaphorical,yes,,,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""VERTICALITY"",
  ""secondary_image_schemas"": [
    ""SOURCE_PATH_GOAL""
  ],
  ""source_domain"":"
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0125|0,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0125,SOURCE_PATH_GOAL,metaphorical,yes,"The sentence uses the idiom 'warmed up' to describe preparatory activity before singing, conceptualized as a process of moving from an initial state toward a ready state; 'up' adds a weak vertical component.","A SOURCE-PATH-GOAL structure is present in the conventional expression 'warmed up,' which profiles a transition from an initial state to a prepared endpoint. This is metaphorical rather than literal physical motion. The vertical element in 'up' is secondary and conventional.","{""schema_present"":""yes"",""literal_or_metaphorical"":""metaphorical"",""main_image_schema"":""SOURCE_PATH_GOAL"",""secondary_image_schemas"":[""VERTICALITY""],""source_domain"":[""physical warming"",""upward movement""],""target_domain"":[""preparation"",""readiness for performance""],""interpretation"":""The sentence uses the idiom 'warmed up' to describe preparatory activity before singing, conceptualized as a process of moving from an initial state toward a ready state; 'up' adds a weak vertical component."",""schema_explanation"":""A SOURCE-PATH-GOAL structure is present in the conventional expression 'warmed up,' which profiles a transition from an initial state to a prepared endpoint. This is metaphorical rather than literal physical motion. The vertical element in 'up' is secondary and conventional."",""confidence"":""medium"",""trajector"":""the singer"",""landmark_or_container"":"""",""source"":""initial unprepared state"",""path"":""preparatory process"",""goal"":""ready state for singing"",""obstacle"":"""",""force"":""""}"
openai_gpt_5_4_mini|p_structured_roles_v2_abstention|c_temp_03_v1|s0125|1,openai,openai_gpt_5_4_mini,p_structured_roles_v2_abstention,c_temp_03_v1,s0125,SOURCE_PATH_GOAL,metaphorical,yes,"The sentence uses the idiom 'warmed up' to describe preparatory activity before singing. The underlying structure is metaphorical: preparation is conceptualized as movement toward a ready state, with 'up' contributing a verticality component.","A clear image-schema structure is present because 'warmed up' conventionally evokes a process of becoming ready or increasing activation. This is not literal spatial motion, but an abstract preparation process organized metaphorically as progress toward a goal state. 'Quietly' modifies manner and does not change the schema choice.","{""schema_present"":""yes"",""literal_or_metaphorical"":""metaphorical"",""main_image_schema"":""SOURCE_PATH_GOAL"",""secondary_image_schemas"":[""VERTICALITY""],""source_domain"":[""physical warming"",""upward movement""],""target_domain"":[""preparation"",""vocal performance""],""interpretation"":""The sentence uses the idiom 'warmed up' to describe preparatory activity before singing. The underlying structure is metaphorical: preparation is conceptualized as movement toward a ready state, with 'up' contributing a verticality component."",""schema_explanation"":""A clear image-schema structure is present because 'warmed up' conventionally evokes a process of becoming ready or increasing activation. This is not literal spatial motion, but an abstract preparation process organized metaphorically as progress toward a goal state. 'Quietly' modifies manner and does not change the schema choice."",""confidence"":""medium"",""trajector"":""the singer"",""landmark_or_container"":"""",""source"":""initial unprepared state"",""path"":""warming-up process"",""goal"":""ready state for singing"",""obstacle"":"""",""force"":""""}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0127|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0127,VERTICALITY,metaphorical,yes,The doctor revised the notes to make them more current or complete.,"The word 'updated' contains the morpheme 'up', which metaphorically maps the physical concept of moving upwards (often associated with improvement or advancement) to the abstract concept of bringing information to a more current or complete state. This aligns with the VERTICALITY schema where 'up' signifies a better or more advanced state.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""VERTICALITY"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""PHYSICAL VERTICAL MOVEMENT""
  ],
  ""target_domain"": [
    ""STATE OF INFORMATION""
  ],
  ""interpretation"": ""The doctor revised the notes to make them more current or complete."",
  ""schema_explanation"": ""The word 'updated' contains the morpheme 'up', which metaphorically maps the physical concept of moving upwards (often associated with improvement or advancement) to the abstract concept of bringing information to a more current or complete state. This aligns with the VERTICALITY schema where 'up' signifies a better or more advanced state."",
  ""confidence"": ""high""
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0129|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0129,CONTAINER,literal,yes,"The parent physically places lunch items into a container (a lunchbox or bag), enacting a literal CONTAINER schema: objects are moved from outside to inside a bounded region.","The verb 'packed' directly evokes the CONTAINER schema: items are gathered and placed inside a bounded receptacle (a bag, box, or container). The action involves filling an interior space, which is the core of containment logic (inside/outside, entry into a bounded region). A secondary FORCE schema is weakly present in the physical effort of pressing or arranging items into the container, but CONTAINER is clearly primary.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""physical containment"", ""placing items inside a bounded region""],
  ""target_domain"": [],
  ""interpretation"": ""The parent physically places lunch items into a container (a lunchbox or bag), enacting a literal CONTAINER schema: objects are moved from outside to inside a bounded region."",
  ""schema_explanation"": ""The verb 'packed' directly evokes the CONTAINER schema: items are gathered and placed inside a bounded receptacle (a bag, box, or container). The action involves filling an interior space, which is the core of containment logic (inside/outside, entry into a bounded region). A secondary FORCE schema is weakly present in the physical effort of pressing or arranging items into the container, but CONTAINER is clearly primary."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0129|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,"The parent physically placed food items into a lunch bag or box, filling a bounded container.","The verb 'packed' directly evokes the CONTAINER schema: items are placed inside a bounded region (the lunch bag/box), with a clear inside/outside distinction and the act of entry. A secondary FORCE schema is weakly present in the physical effort of pressing or arranging items into the container, which is part of the conventional meaning of 'pack' (to compress or fill tightly). The sentence is a straightforward literal description of a physical spatial action.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""physical container"", ""bounded space"", ""entry of objects""],
  ""target_domain"": [],
  ""interpretation"": ""The parent physically placed food items into a lunch bag or box, filling a bounded container."",
  ""schema_explanation"": ""The verb 'packed' directly evokes the CONTAINER schema: items are placed inside a bounded region (the lunch bag/box), with a clear inside/outside distinction and the act of entry. A secondary FORCE schema is weakly present in the physical effort of pressing or arranging items into the container, which is part of the conventional meaning of 'pack' (to compress or fill tightly). The sentence is a straightforward literal description of a physical spatial action."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0129|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,"The parent physically places food items into a lunch box or bag, filling a bounded container. The action of 'packing' involves pressing or fitting items into a confined space, invoking containment and mild force.","The verb 'packed' centrally activates the CONTAINER schema: items are moved from outside to inside a bounded region (the lunch bag/box), and 'packing' implies arranging and fitting objects within that bounded space. A secondary FORCE schema is present because packing implies applying physical pressure or effort to fit items compactly into the container. Both schemas are literal, describing a concrete physical action with no abstract target domain.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""physical container"", ""bounded space"", ""entry of objects into a bounded region""],
  ""target_domain"": [],
  ""interpretation"": ""The parent physically places food items into a lunch box or bag, filling a bounded container. The action of 'packing' involves pressing or fitting items into a confined space, invoking containment and mild force."",
  ""schema_explanation"": ""The verb 'packed' centrally activates the CONTAINER schema: items are moved from outside to inside a bounded region (the lunch bag/box), and 'packing' implies arranging and fitting objects within that bounded space. A secondary FORCE schema is present because packing implies applying physical pressure or effort to fit items compactly into the container. Both schemas are literal, describing a concrete physical action with no abstract target domain."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0129|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0129,CONTAINER,literal,yes,"Packing lunch involves placing food items (trajector) into a bounded container (e.g., a bag or box), invoking the CONTAINER schema with a clear inside/outside boundary and the act of entry. The sequential gathering and placing of items also activates a mild SOURCE_PATH_GOAL structure, moving from a dispersed source state to a completed, contained goal state.","The verb 'packed' centrally evokes the CONTAINER schema: items are moved from outside to inside a bounded region. The process of packing also implies a SOURCE_PATH_GOAL trajectory from unpacked to packed state, making it a secondary schema.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""trajector"": ""lunch"",
  ""landmark_or_container"": ""lunch bag / container (implied)"",
  ""source"": ""unpacked/loose food items"",
  ""path"": ""act of placing items into container"",
  ""goal"": ""packed lunch (contents secured inside container)"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Packing lunch involves placing food items (trajector) into a bounded container (e.g., a bag or box), invoking the CONTAINER schema with a clear inside/outside boundary and the act of entry. The sequential gathering and placing of items also activates a mild SOURCE_PATH_GOAL structure, moving from a dispersed source state to a completed, contained goal state."",
  ""schema_explanation"": ""The verb 'packed' centrally evokes the CONTAINER schema: items are moved from outside to inside a bounded region. The process of packing also implies a SOURCE_PATH_GOAL trajectory from unpacked to packed state, making it a secondary schema."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0129|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,"Packing inherently involves placing items into a bounded container and applying physical force or pressure to fit them within its boundaries. The lunch (trajector) is moved into and contained within an implied receptacle (lunchbox/bag), with the parent exerting the causal force that achieves containment.","The verb 'packed' activates a CONTAINER schema: items are gathered and placed inside a bounded region. It also carries a secondary FORCE schema, as packing implies deliberate physical effort and compression by an agent. Both schemas are literal and grounded in everyday embodied experience.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""FORCE""],
  ""trajector"": ""lunch"",
  ""landmark_or_container"": ""lunch bag/box (implied container)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": ""parent (agent applying compressive/organizing force to pack contents into container)"",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Packing inherently involves placing items into a bounded container and applying physical force or pressure to fit them within its boundaries. The lunch (trajector) is moved into and contained within an implied receptacle (lunchbox/bag), with the parent exerting the causal force that achieves containment."",
  ""schema_explanation"": ""The verb 'packed' activates a CONTAINER schema: items are gathered and placed inside a bounded region. It also carries a secondary FORCE schema, as packing implies deliberate physical effort and compression by an agent. Both schemas are literal and grounded in everyday embodied experience."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0129|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,"The verb 'packed' evokes a CONTAINER schema: the lunch (trajector) is placed inside a bounded region (a bag, box, or similar container). The action also has a SOURCE_PATH_GOAL structure, with the food moving from an unpacked state (source) through the act of packing (path) to a contained, ready state (goal). The CONTAINER schema is primary because 'packing' centrally entails enclosing items within a bounded space.","Packing is a prototypical CONTAINER-schema action: it involves placing contents inside a bounded region. The physical, literal nature of the act (putting food into a lunchbox or bag) grounds both schemas firmly in embodied spatial experience.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""trajector"": ""lunch"",
  ""landmark_or_container"": ""lunch bag / container (implied)"",
  ""source"": ""unpacked/loose food items"",
  ""path"": ""act of placing items into container"",
  ""goal"": ""packed lunch (items inside container)"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The verb 'packed' evokes a CONTAINER schema: the lunch (trajector) is placed inside a bounded region (a bag, box, or similar container). The action also has a SOURCE_PATH_GOAL structure, with the food moving from an unpacked state (source) through the act of packing (path) to a contained, ready state (goal). The CONTAINER schema is primary because 'packing' centrally entails enclosing items within a bounded space."",
  ""schema_explanation"": ""Packing is a prototypical CONTAINER-schema action: it involves placing contents inside a bounded region. The physical, literal nature of the act (putting food into a lunchbox or bag) grounds both schemas firmly in embodied spatial experience."",
  ""confidence"": ""high""
}
```"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0129|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0129,CONTAINER,literal,yes,"The parent placed the lunch items into a container (e.g., a lunchbox or bag).","The verb 'packed' directly evokes the image schema of CONTAINER, as it describes the action of placing items into a bounded region or receptacle, thereby establishing an inside/outside relationship.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The parent placed the lunch items into a container (e.g., a lunchbox or bag)."",
  ""schema_explanation"": ""The verb 'packed' directly evokes the image schema of CONTAINER, as it describes the action of placing items into a bounded region or receptacle, thereby establishing an inside/outside relationship."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0129|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,The parent placed the lunch items into a container.,"The verb 'packed' inherently describes the action of placing items into a bounded region, such as a bag or lunchbox, which instantiates the CONTAINER image schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The parent placed the lunch items into a container."",
  ""schema_explanation"": ""The verb 'packed' inherently describes the action of placing items into a bounded region, such as a bag or lunchbox, which instantiates the CONTAINER image schema."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0129|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,"The parent placed the lunch items into a container (e.g., a lunchbox or bag).","The verb 'packed' directly refers to the action of placing items into a bounded region or container, establishing a clear CONTAINER schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The parent placed the lunch items into a container (e.g., a lunchbox or bag)."",
  ""schema_explanation"": ""The verb 'packed' directly refers to the action of placing items into a bounded region or container, establishing a clear CONTAINER schema."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0129|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0129,CONTAINER,literal,yes,"The parent places the lunch items into a container (e.g., a lunchbox or bag).",The verb 'packed' explicitly refers to the action of placing items (the lunch) into a bounded region or container.,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The parent places the lunch items into a container (e.g., a lunchbox or bag)."",
  ""schema_explanation"": ""The verb 'packed' explicitly refers to the action of placing items (the lunch) into a bounded region or container."",
  ""confidence"": ""high"",
  ""trajector"": ""the lunch"",
  ""landmark_or_container"": ""implied container (e.g., lunchbox, bag)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0129|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,The parent placed the lunch items into a container.,"The verb 'packed' directly evokes the image of placing items (the lunch) into a bounded region (an implied container like a lunchbox or bag), establishing an inside/outside distinction and containment. The act of packing also involves the parent exerting a causal force to move the items.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""physical space"", ""physical action""],
  ""target_domain"": [],
  ""interpretation"": ""The parent placed the lunch items into a container."",
  ""schema_explanation"": ""The verb 'packed' directly evokes the image of placing items (the lunch) into a bounded region (an implied container like a lunchbox or bag), establishing an inside/outside distinction and containment. The act of packing also involves the parent exerting a causal force to move the items."",
  ""confidence"": ""high"",
  ""trajector"": ""the lunch"",
  ""landmark_or_container"": ""implied container (e.g., lunchbox, bag)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": ""the parent""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0129|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0129,CONTAINER,literal,yes,The parent placed the lunch items into a container.,"The verb 'packed' inherently involves placing items (the lunch) into a bounded region or container (e.g., a lunchbox or bag). This directly instantiates the CONTAINER schema, with the lunch as the trajector entering or being contained within an implied container.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The parent placed the lunch items into a container."",
  ""schema_explanation"": ""The verb 'packed' inherently involves placing items (the lunch) into a bounded region or container (e.g., a lunchbox or bag). This directly instantiates the CONTAINER schema, with the lunch as the trajector entering or being contained within an implied container."",
  ""confidence"": ""high"",
  ""trajector"": ""the lunch"",
  ""landmark_or_container"": ""an implied container (e.g., lunchbox, bag)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": """"
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0130|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0130,CONTAINER,uncertain,uncertain,"Filing documents involves placing them into a bounded, organised storage system (a file, folder, or cabinet), which activates a CONTAINER schema (documents go inside a bounded region). There is also a weak SOURCE_PATH_GOAL structure in that the documents travel from an origin state (unfiled) to a destination (the file/folder). However, the sentence is largely a routine administrative description, and the image-schematic grounding, while present in the underlying concept of 'filing', is not strongly foregrounded.","The verb 'filed' conventionally denotes placing documents into a container (folder, cabinet, system). This activates CONTAINER logic: the documents move from outside to inside a bounded storage region. A secondary SOURCE_PATH_GOAL structure is implicit in the directed movement toward that destination. The schemas are literal in that actual physical or digital containment and placement are involved, though the sentence reads as a mundane administrative report rather than a vivid spatial description. Confidence is medium because the image-schematic content is real but backgrounded.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""source_domain"": [""physical filing"", ""placing objects into a bounded receptacle"", ""moving documents to a destination""],
  ""target_domain"": [""document management"", ""administrative organisation""],
  ""interpretation"": ""Filing documents involves placing them into a bounded, organised storage system (a file, folder, or cabinet), which activates a CONTAINER schema (documents go inside a bounded region). There is also a weak SOURCE_PATH_GOAL structure in that the documents travel from an origin state (unfiled) to a destination (the file/folder). However, the sentence is largely a routine administrative description, and the image-schematic grounding, while present in the underlying concept of 'filing', is not strongly foregrounded."",
  ""schema_explanation"": ""The verb 'filed' conventionally denotes placing documents into a container (folder, cabinet, system). This activates CONTAINER logic: the documents move from outside to inside a bounded storage region. A secondary SOURCE_PATH_GOAL structure is implicit in the directed movement toward that destination. The schemas are literal in that actual physical or digital containment and placement are involved, though the sentence reads as a mundane administrative report rather than a vivid spatial description. Confidence is medium because the image-schematic content is real but backgrounded."",
  ""confidence"": ""medium""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0130|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0130,CONTAINER,uncertain,uncertain,"Filing documents involves placing them into a categorised, bounded storage system (a file, folder, or cabinet), which activates a CONTAINER schema (documents go inside a bounded region). There is also a weak SOURCE_PATH_GOAL structure in that the documents travel from an origin to a designated destination within the system.","The verb 'file' conventionally encodes the act of placing documents into a container-like organisational structure (folder, cabinet, category). This is a borderline case: the action is a routine administrative procedure, but its meaning is grounded in the embodied notion of putting things inside bounded receptacles. The CONTAINER schema is present but close to lexically conventionalised rather than vividly activated, hence the 'uncertain' confidence on schema salience. The SOURCE_PATH_GOAL element (moving documents to their designated place) is secondary and weak.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""source_domain"": [""physical placement of objects into a bounded receptacle"", ""movement of an object to a destination""],
  ""target_domain"": [""administrative organisation of documents into a filing system""],
  ""interpretation"": ""Filing documents involves placing them into a categorised, bounded storage system (a file, folder, or cabinet), which activates a CONTAINER schema (documents go inside a bounded region). There is also a weak SOURCE_PATH_GOAL structure in that the documents travel from an origin to a designated destination within the system."",
  ""schema_explanation"": ""The verb 'file' conventionally encodes the act of placing documents into a container-like organisational structure (folder, cabinet, category). This is a borderline case: the action is a routine administrative procedure, but its meaning is grounded in the embodied notion of putting things inside bounded receptacles. The CONTAINER schema is present but close to lexically conventionalised rather than vividly activated, hence the 'uncertain' confidence on schema salience. The SOURCE_PATH_GOAL element (moving documents to their designated place) is secondary and weak."",
  ""confidence"": ""low""
}
```"
