provider,model_id,prompt_base,condition_id,sentence_id,sentence_type,expected_schema_primary,expected_literal_or_metaphorical,repetition_index,prompt_id_v1,schema_present_v1,literal_or_metaphorical_v1,main_image_schema_v1,schema_present_correct_v1,primary_schema_correct_v1,lm_correct_v1,control_correct_v1,control_false_positive_schema_v1,non_control_over_abstention_v1,prompt_id_v2,schema_present_v2,literal_or_metaphorical_v2,main_image_schema_v2,schema_present_correct_v2,primary_schema_correct_v2,lm_correct_v2,control_correct_v2,control_false_positive_schema_v2,non_control_over_abstention_v2
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0024,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0025,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0025,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0026,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0026,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0027,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0027,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0028,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0028,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0029,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0029,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0030,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0030,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0031,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0031,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0032,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0032,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0033,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0033,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0034,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0034,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0035,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0035,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0036,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0036,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0037,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0037,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0038,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0038,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0039,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0039,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0040,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0040,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0041,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0041,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0042,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0042,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0043,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0043,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0044,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0044,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0045,literal_spatial,SOURCE_PATH_GOAL,literal,0,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0045,literal_spatial,SOURCE_PATH_GOAL,literal,1,p_structured_roles_v1,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0046,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0046,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0047,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0047,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0048,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0048,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0049,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0049,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0050,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0050,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0051,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0051,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0052,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0052,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0053,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0053,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0054,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0054,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0055,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0055,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0056,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0056,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0057,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,0,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,no,control,NONE,False,False,False,False,False,True
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0057,metaphorical_spatial,SOURCE_PATH_GOAL,metaphorical,1,p_structured_roles_v1,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,metaphorical,SOURCE_PATH_GOAL,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0058,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0058,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0059,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0059,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0060,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0060,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0061,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0061,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0062,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0062,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0063,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0063,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0064,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0064,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0065,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0065,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0066,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0066,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0067,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0067,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0068,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0068,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,False,p_structured_roles_v2_abstention,no,control,NONE,True,True,True,True,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0069,literal_spatial,FORCE,literal,0,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0069,literal_spatial,FORCE,literal,1,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0070,literal_spatial,FORCE,literal,0,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0070,literal_spatial,FORCE,literal,1,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0071,literal_spatial,FORCE,literal,0,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0071,literal_spatial,FORCE,literal,1,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0072,literal_spatial,FORCE,literal,0,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0072,literal_spatial,FORCE,literal,1,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
openai,openai_gpt_5_4_mini,structured_roles,c_temp_03_v1,s0073,literal_spatial,FORCE,literal,0,p_structured_roles_v1,yes,literal,FORCE,True,True,True,False,False,False,p_structured_roles_v2_abstention,yes,literal,FORCE,True,True,True,False,False,False
